"","X","geo_merge","time","epi_week","total_tests","new_pos_t","pct_cum_doses","population","cum_pos_tests"
"1",1,"City of Agoura Hills",11,"2020-03-08","1-11","0",NA,20883,"0"
"2",2,"City of Agoura Hills",12,"2020-03-15","28","1-11",NA,20883,"1-11"
"3",3,"City of Agoura Hills",13,"2020-03-22","34","1-11",NA,20883,"14"
"4",4,"City of Agoura Hills",14,"2020-03-29","42","1-11",NA,20883,"21"
"5",5,"City of Agoura Hills",15,"2020-04-05","39","1-11",NA,20883,"25"
"6",6,"City of Agoura Hills",16,"2020-04-12","60","1-11",NA,20883,"27"
"7",7,"City of Agoura Hills",17,"2020-04-19","60","1-11",NA,20883,"29"
"8",8,"City of Agoura Hills",18,"2020-04-26","141","0",NA,20883,"29"
"9",9,"City of Agoura Hills",19,"2020-05-03","184","1-11",NA,20883,"31"
"10",10,"City of Agoura Hills",20,"2020-05-10","183","0",NA,20883,"31"
"11",11,"City of Agoura Hills",21,"2020-05-17","182","1-11",NA,20883,"33"
"12",12,"City of Agoura Hills",22,"2020-05-24","165","0",NA,20883,"33"
"13",13,"City of Agoura Hills",23,"2020-05-31","173","1-11",NA,20883,"36"
"14",14,"City of Agoura Hills",24,"2020-06-07","328","1-11",NA,20883,"45"
"15",15,"City of Agoura Hills",25,"2020-06-14","276","1-11",NA,20883,"50"
"16",16,"City of Agoura Hills",26,"2020-06-21","335","14",NA,20883,"64"
"17",17,"City of Agoura Hills",27,"2020-06-28","379","15",NA,20883,"79"
"18",18,"City of Agoura Hills",28,"2020-07-05","429","16",NA,20883,"95"
"19",19,"City of Agoura Hills",29,"2020-07-12","437","20",NA,20883,"115"
"20",20,"City of Agoura Hills",30,"2020-07-19","483","16",NA,20883,"131"
"21",21,"City of Agoura Hills",31,"2020-07-26","610","17",NA,20883,"148"
"22",22,"City of Agoura Hills",32,"2020-08-02","434","12",NA,20883,"160"
"23",23,"City of Agoura Hills",33,"2020-08-09","408","1-11",NA,20883,"165"
"24",24,"City of Agoura Hills",34,"2020-08-16","325","1-11",NA,20883,"172"
"25",25,"City of Agoura Hills",35,"2020-08-23","315","1-11",NA,20883,"180"
"26",26,"City of Agoura Hills",36,"2020-08-30","359","1-11",NA,20883,"190"
"27",27,"City of Agoura Hills",37,"2020-09-06","442","1-11",NA,20883,"192"
"28",28,"City of Agoura Hills",38,"2020-09-13","417","20",NA,20883,"212"
"29",29,"City of Agoura Hills",39,"2020-09-20","515","1-11",NA,20883,"221"
"30",30,"City of Agoura Hills",40,"2020-09-27","383","1-11",NA,20883,"226"
"31",31,"City of Agoura Hills",41,"2020-10-04","627","1-11",NA,20883,"232"
"32",32,"City of Agoura Hills",42,"2020-10-11","594","1-11",NA,20883,"240"
"33",33,"City of Agoura Hills",43,"2020-10-18","635","1-11",NA,20883,"248"
"34",34,"City of Agoura Hills",44,"2020-10-25","523","1-11",NA,20883,"254"
"35",35,"City of Agoura Hills",45,"2020-11-01","580","1-11",NA,20883,"262"
"36",36,"City of Agoura Hills",46,"2020-11-08","615","20",NA,20883,"282"
"37",37,"City of Agoura Hills",47,"2020-11-15","911","23",NA,20883,"305"
"38",38,"City of Agoura Hills",48,"2020-11-22","728","26",NA,20883,"331"
"39",39,"City of Agoura Hills",49,"2020-11-29","1075","59",NA,20883,"390"
"40",40,"City of Agoura Hills",50,"2020-12-06","1072","80",NA,20883,"470"
"41",41,"City of Agoura Hills",51,"2020-12-13","1162","84",NA,20883,"554"
"42",42,"City of Agoura Hills",52,"2020-12-20","775","79",0,20883,"633"
"43",43,"City of Agoura Hills",53,"2020-12-27","733","67",0,20883,"700"
"44",44,"City of Agoura Hills",54,"2021-01-03","1320","118",0.228571428571429,20883,"818"
"45",45,"City of Agoura Hills",55,"2021-01-10","1107","78",0.871428571428571,20883,"896"
"46",46,"City of Agoura Hills",56,"2021-01-17","1017","68",1.28571428571429,20883,"964"
"47",47,"City of Agoura Hills",57,"2021-01-24","892","51",1.71428571428571,20883,"1015"
"48",48,"City of Agoura Hills",58,"2021-01-31","977","42",2.47142857142857,20883,"1057"
"49",49,"City of Agoura Hills",59,"2021-02-07","871","22",4.48571428571429,20883,"1079"
"50",50,"City of Agoura Hills",60,"2021-02-14","875","20",8.62857142857143,20883,"1099"
"51",51,"City of Agoura Hills",61,"2021-02-21","890","1-11",13.4571428571429,20883,"1110"
"52",52,"City of Agoura Hills",62,"2021-02-28","855","1-11",17.2142857142857,20883,"1113"
"53",53,"City of Agoura Hills",63,"2021-03-07","864","1-11",19.7571428571429,20883,"1119"
"54",54,"City of Agoura Hills",64,"2021-03-14","972","1-11",22.6714285714286,20883,"1126"
"55",55,"City of Agoura Hills",65,"2021-03-21","823","1-11",25.6285714285714,20883,"1132"
"56",56,"City of Agoura Hills",66,"2021-03-28","712","1-11",30.1714285714286,20883,"1135"
"57",57,"City of Agoura Hills",67,"2021-04-04","814","1-11",35.5428571428571,20883,"1145"
"58",58,"City of Agoura Hills",68,"2021-04-11","929","1-11",40.3,20883,"1152"
"59",59,"City of Agoura Hills",69,"2021-04-18","996","1-11",44.7714285714286,20883,"1157"
"60",60,"City of Agoura Hills",70,"2021-04-25","761","1-11",49.8142857142857,20883,"1162"
"61",61,"City of Agoura Hills",71,"2021-05-02","743","1-11",54.6571428571429,20883,"1167"
"62",62,"City of Agoura Hills",72,"2021-05-09","871","1-11",58.7857142857143,20883,"1169"
"63",63,"City of Agoura Hills",73,"2021-05-16","708","0",61.4142857142857,20883,"1169"
"64",64,"City of Agoura Hills",74,"2021-05-23","609","1-11",63.4,20883,"1170"
"65",65,"City of Agoura Hills",75,"2021-05-30","637","1-11",64.8857142857143,20883,"1172"
"66",66,"City of Agoura Hills",76,"2021-06-06","625","1-11",66.9857142857143,20883,"1178"
"67",67,"City of Agoura Hills",77,"2021-06-13","538","1-11",68.7571428571429,20883,"1182"
"68",68,"City of Agoura Hills",78,"2021-06-20","484","1-11",69.6,20883,"1188"
"69",69,"City of Agoura Hills",79,"2021-06-27","484","1-11",70.1857142857143,20883,"1192"
"70",70,"City of Agoura Hills",80,"2021-07-04","449","1-11",70.6428571428571,20883,"1202"
"71",71,"City of Agoura Hills",81,"2021-07-11","555","21",71.0857142857143,20883,"1223"
"72",72,"City of Agoura Hills",82,"2021-07-18","722","30",71.5285714285714,20883,"1253"
"73",73,"City of Agoura Hills",83,"2021-07-25","898","56",71.8571428571429,20883,"1309"
"74",74,"City of Agoura Hills",84,"2021-08-01","983","59",72.3285714285714,20883,"1368"
"75",75,"City of Agoura Hills",85,"2021-08-08","1040","51",72.7857142857143,20883,"1419"
"76",76,"City of Agoura Hills",86,"2021-08-15","1066","49",73.2714285714286,20883,"1468"
"77",77,"City of Agoura Hills",87,"2021-08-22","1200","44",73.7428571428571,20883,"1512"
"78",78,"City of Agoura Hills",88,"2021-08-29","1124","19",74.1857142857143,20883,"1531"
"79",79,"City of Agoura Hills",89,"2021-09-05","1187","27",74.6428571428571,20883,"1558"
"80",80,"City of Agoura Hills",90,"2021-09-12","1222","19",75.0857142857143,20883,"1577"
"81",81,"City of Agoura Hills",91,"2021-09-19","1306","14",75.4714285714286,20883,"1591"
"82",82,"City of Agoura Hills",92,"2021-09-26","1295","16",75.8571428571429,20883,"1607"
"83",83,"City of Agoura Hills",93,"2021-10-03","1349","14",76.2,20883,"1621"
"84",84,"City of Agoura Hills",94,"2021-10-10","1211","19",76.4857142857143,20883,"1640"
"85",85,"City of Agoura Hills",95,"2021-10-17","1296","17",76.7285714285714,20883,"1657"
"86",86,"City of Agoura Hills",96,"2021-10-24","1210","21",76.9714285714286,20883,"1678"
"87",87,"City of Agoura Hills",97,"2021-10-31","1485","15",77.2428571428571,20883,"1693"
"88",88,"City of Agoura Hills",98,"2021-11-07","1487","21",77.5571428571429,20883,"1714"
"89",89,"City of Agoura Hills",99,"2021-11-14","1296","24",77.8285714285714,20883,"1738"
"90",90,"City of Agoura Hills",100,"2021-11-21","887","21",78.0428571428571,20883,"1759"
"91",91,"City of Agoura Hills",101,"2021-11-28","1641","27",78.2714285714286,20883,"1786"
"92",92,"City of Agoura Hills",102,"2021-12-05","1478","30",78.5142857142857,20883,"1816"
"93",93,"City of Agoura Hills",103,"2021-12-12","1435","44",78.7857142857143,20883,"1860"
"94",94,"City of Agoura Hills",104,"2021-12-19","1254","167",79.0285714285714,20883,"2027"
"95",95,"City of Agoura Hills",105,"2021-12-26","1486","300",79.2428571428571,20883,"2327"
"96",96,"City of Agoura Hills",106,"2022-01-02","3315","641",79.4142857142857,20883,"2968"
"97",97,"City of Agoura Hills",107,"2022-01-09","3100","447",79.6,20883,"3415"
"98",98,"City of Agoura Hills",108,"2022-01-16","2628","343",79.7428571428571,20883,"3758"
"99",99,"City of Agoura Hills",109,"2022-01-23","2902","404",79.8571428571429,20883,"4162"
"100",100,"City of Agoura Hills",110,"2022-01-30","3054","306",79.9285714285714,20883,"4468"
"101",101,"City of Agoura Hills",111,"2022-02-06","2448","141",80,20883,"4609"
"102",102,"City of Agoura Hills",112,"2022-02-13","1963","87",80.0857142857143,20883,"4696"
"103",103,"City of Agoura Hills",113,"2022-02-20","1511","42",80.1571428571429,20883,"4738"
"104",104,"City of Agoura Hills",114,"2022-02-27","1250","29",80.2,20883,"4767"
"105",105,"City of Agoura Hills",115,"2022-03-06","1553","28",80.2,20883,"4795"
"106",106,"City of Agoura Hills",116,"2022-03-13","1510","20",80.3,20883,"4815"
"107",107,"City of Agoura Hills",117,"2022-03-20","1453","35",80.3,20883,"4850"
"108",108,"City of Agoura Hills",118,"2022-03-27","850","23",80.3285714285714,20883,"4873"
"109",109,"City of Agoura Hills",119,"2022-04-03","1108","48",80.4,20883,"4921"
"110",110,"City of Agoura Hills",120,"2022-04-10","1004","31",80.4285714285714,20883,"4952"
"111",111,"City of Agoura Hills",121,"2022-04-17","1023","47",80.5,20883,"4999"
"112",112,"City of Agoura Hills",122,"2022-04-24","957","59",80.5,20883,"5058"
"113",113,"City of Agoura Hills",123,"2022-05-01","1020","102",80.5714285714286,20883,"5160"
"114",114,"City of Agoura Hills",124,"2022-05-08","1181","129",80.6,20883,"5289"
"115",115,"City of Agoura Hills",125,"2022-05-15","1045","134",80.6,20883,"5423"
"116",116,"City of Agoura Hills",126,"2022-05-22","1122","169",80.6428571428571,20883,"5592"
"117",117,"City of Agoura Hills",127,"2022-05-29","1000","162",80.7,20883,"5754"
"118",118,"City of Agoura Hills",128,"2022-06-05","803","125",80.7,20883,"5879"
"119",119,"City of Agoura Hills",129,"2022-06-12","785","129",80.8,20883,"6008"
"120",120,"City of Agoura Hills",130,"2022-06-19","865","150",80.8,20883,"6158"
"121",121,"City of Agoura Hills",131,"2022-06-26","827","172",80.8,20883,"6330"
"122",122,"City of Agoura Hills",132,"2022-07-03","794","148",80.8,20883,"6478"
"123",123,"City of Agoura Hills",133,"2022-07-10","540","73",80.8,20883,"6551"
"124",124,"City of Agoura Hills",134,"2022-07-17","589","72",80.8571428571429,20883,"6623"
"125",125,"City of Alhambra",11,"2020-03-08","12","1-11",NA,86724,"1-11"
"126",126,"City of Alhambra",12,"2020-03-15","55","1-11",NA,86724,"12"
"127",127,"City of Alhambra",13,"2020-03-22","89","1-11",NA,86724,"18"
"128",128,"City of Alhambra",14,"2020-03-29","155","13",NA,86724,"31"
"129",129,"City of Alhambra",15,"2020-04-05","179","12",NA,86724,"43"
"130",130,"City of Alhambra",16,"2020-04-12","244","20",NA,86724,"63"
"131",131,"City of Alhambra",17,"2020-04-19","346","24",NA,86724,"87"
"132",132,"City of Alhambra",18,"2020-04-26","677","25",NA,86724,"112"
"133",133,"City of Alhambra",19,"2020-05-03","1065","20",NA,86724,"132"
"134",134,"City of Alhambra",20,"2020-05-10","1086","42",NA,86724,"174"
"135",135,"City of Alhambra",21,"2020-05-17","1179","28",NA,86724,"202"
"136",136,"City of Alhambra",22,"2020-05-24","1416","48",NA,86724,"250"
"137",137,"City of Alhambra",23,"2020-05-31","1165","40",NA,86724,"290"
"138",138,"City of Alhambra",24,"2020-06-07","1511","67",NA,86724,"357"
"139",139,"City of Alhambra",25,"2020-06-14","1544","84",NA,86724,"441"
"140",140,"City of Alhambra",26,"2020-06-21","1817","98",NA,86724,"539"
"141",141,"City of Alhambra",27,"2020-06-28","1485","118",NA,86724,"657"
"142",142,"City of Alhambra",28,"2020-07-05","2108","135",NA,86724,"792"
"143",143,"City of Alhambra",29,"2020-07-12","2080","148",NA,86724,"940"
"144",144,"City of Alhambra",30,"2020-07-19","2423","168",NA,86724,"1108"
"145",145,"City of Alhambra",31,"2020-07-26","2578","134",NA,86724,"1242"
"146",146,"City of Alhambra",32,"2020-08-02","2096","87",NA,86724,"1329"
"147",147,"City of Alhambra",33,"2020-08-09","1858","70",NA,86724,"1399"
"148",148,"City of Alhambra",34,"2020-08-16","1712","67",NA,86724,"1466"
"149",149,"City of Alhambra",35,"2020-08-23","1556","63",NA,86724,"1529"
"150",150,"City of Alhambra",36,"2020-08-30","1477","37",NA,86724,"1566"
"151",151,"City of Alhambra",37,"2020-09-06","1414","39",NA,86724,"1605"
"152",152,"City of Alhambra",38,"2020-09-13","1779","23",NA,86724,"1628"
"153",153,"City of Alhambra",39,"2020-09-20","1963","58",NA,86724,"1686"
"154",154,"City of Alhambra",40,"2020-09-27","2163","51",NA,86724,"1737"
"155",155,"City of Alhambra",41,"2020-10-04","2460","67",NA,86724,"1804"
"156",156,"City of Alhambra",42,"2020-10-11","2397","61",NA,86724,"1865"
"157",157,"City of Alhambra",43,"2020-10-18","2450","54",NA,86724,"1919"
"158",158,"City of Alhambra",44,"2020-10-25","2592","58",NA,86724,"1977"
"159",159,"City of Alhambra",45,"2020-11-01","2763","67",NA,86724,"2044"
"160",160,"City of Alhambra",46,"2020-11-08","3177","128",NA,86724,"2172"
"161",161,"City of Alhambra",47,"2020-11-15","4074","162",NA,86724,"2334"
"162",162,"City of Alhambra",48,"2020-11-22","3805","239",NA,86724,"2573"
"163",163,"City of Alhambra",49,"2020-11-29","5323","429",NA,86724,"3002"
"164",164,"City of Alhambra",50,"2020-12-06","5265","594",NA,86724,"3596"
"165",165,"City of Alhambra",51,"2020-12-13","5540","781",NA,86724,"4377"
"166",166,"City of Alhambra",52,"2020-12-20","4443","695",0,86724,"5072"
"167",167,"City of Alhambra",53,"2020-12-27","4650","757",0,86724,"5829"
"168",168,"City of Alhambra",54,"2021-01-03","6129","833",0.228571428571429,86724,"6662"
"169",169,"City of Alhambra",55,"2021-01-10","5348","597",1.01428571428571,86724,"7259"
"170",170,"City of Alhambra",56,"2021-01-17","4819","420",1.52857142857143,86724,"7679"
"171",171,"City of Alhambra",57,"2021-01-24","4156","327",2.08571428571429,86724,"8006"
"172",172,"City of Alhambra",58,"2021-01-31","3869","264",3.21428571428571,86724,"8270"
"173",173,"City of Alhambra",59,"2021-02-07","3467","134",4.94285714285714,86724,"8404"
"174",174,"City of Alhambra",60,"2021-02-14","3024","73",7.24285714285714,86724,"8477"
"175",175,"City of Alhambra",61,"2021-02-21","2978","71",10.0714285714286,86724,"8548"
"176",176,"City of Alhambra",62,"2021-02-28","2719","46",13.5428571428571,86724,"8594"
"177",177,"City of Alhambra",63,"2021-03-07","2421","39",16.5857142857143,86724,"8633"
"178",178,"City of Alhambra",64,"2021-03-14","2241","25",19.9428571428571,86724,"8658"
"179",179,"City of Alhambra",65,"2021-03-21","2388","21",23.4571428571429,86724,"8679"
"180",180,"City of Alhambra",66,"2021-03-28","2263","22",28.0857142857143,86724,"8701"
"181",181,"City of Alhambra",67,"2021-04-04","2605","26",33.4285714285714,86724,"8727"
"182",182,"City of Alhambra",68,"2021-04-11","2850","1-11",39.0285714285714,86724,"8737"
"183",183,"City of Alhambra",69,"2021-04-18","2944","13",43.8142857142857,86724,"8750"
"184",184,"City of Alhambra",70,"2021-04-25","2800","22",47.9571428571429,86724,"8772"
"185",185,"City of Alhambra",71,"2021-05-02","2479","16",52.3428571428571,86724,"8788"
"186",186,"City of Alhambra",72,"2021-05-09","2672","1-11",56.4714285714286,86724,"8798"
"187",187,"City of Alhambra",73,"2021-05-16","2539","1-11",59.7428571428571,86724,"8806"
"188",188,"City of Alhambra",74,"2021-05-23","2296","1-11",62.5571428571429,86724,"8814"
"189",189,"City of Alhambra",75,"2021-05-30","2058","1-11",64.3428571428571,86724,"8820"
"190",190,"City of Alhambra",76,"2021-06-06","1845","12",66.2428571428571,86724,"8832"
"191",191,"City of Alhambra",77,"2021-06-13","1411","15",67.8857142857143,86724,"8847"
"192",192,"City of Alhambra",78,"2021-06-20","1491","1-11",69.2428571428571,86724,"8855"
"193",193,"City of Alhambra",79,"2021-06-27","1448","19",70.3571428571429,86724,"8874"
"194",194,"City of Alhambra",80,"2021-07-04","1686","40",71.2,86724,"8914"
"195",195,"City of Alhambra",81,"2021-07-11","1852","63",72,86724,"8977"
"196",196,"City of Alhambra",82,"2021-07-18","2435","111",72.6571428571429,86724,"9088"
"197",197,"City of Alhambra",83,"2021-07-25","2714","171",73.3,86724,"9259"
"198",198,"City of Alhambra",84,"2021-08-01","3446","166",73.9,86724,"9425"
"199",199,"City of Alhambra",85,"2021-08-08","3744","157",74.5,86724,"9582"
"200",200,"City of Alhambra",86,"2021-08-15","4404","175",75.1,86724,"9757"
"201",201,"City of Alhambra",87,"2021-08-22","4537","152",75.7,86724,"9909"
"202",202,"City of Alhambra",88,"2021-08-29","4601","94",76.3857142857143,86724,"10003"
"203",203,"City of Alhambra",89,"2021-09-05","4339","72",76.9142857142857,86724,"10075"
"204",204,"City of Alhambra",90,"2021-09-12","4290","79",77.4857142857143,86724,"10154"
"205",205,"City of Alhambra",91,"2021-09-19","4226","41",78,86724,"10195"
"206",206,"City of Alhambra",92,"2021-09-26","4133","57",78.4428571428572,86724,"10252"
"207",207,"City of Alhambra",93,"2021-10-03","4061","56",78.8428571428571,86724,"10308"
"208",208,"City of Alhambra",94,"2021-10-10","4250","61",79.2571428571429,86724,"10369"
"209",209,"City of Alhambra",95,"2021-10-17","4157","61",79.6,86724,"10430"
"210",210,"City of Alhambra",96,"2021-10-24","4019","70",79.9857142857143,86724,"10500"
"211",211,"City of Alhambra",97,"2021-10-31","4353","82",80.4142857142857,86724,"10582"
"212",212,"City of Alhambra",98,"2021-11-07","4008","58",80.8142857142857,86724,"10640"
"213",213,"City of Alhambra",99,"2021-11-14","3714","51",81.1714285714286,86724,"10691"
"214",214,"City of Alhambra",100,"2021-11-21","2278","45",81.5,86724,"10736"
"215",215,"City of Alhambra",101,"2021-11-28","4412","82",81.7714285714286,86724,"10818"
"216",216,"City of Alhambra",102,"2021-12-05","4262","78",82.1285714285714,86724,"10896"
"217",217,"City of Alhambra",103,"2021-12-12","4568","147",82.4142857142857,86724,"11043"
"218",218,"City of Alhambra",104,"2021-12-19","5299","572",82.6428571428571,86724,"11615"
"219",219,"City of Alhambra",105,"2021-12-26","7921","1577",82.8857142857143,86724,"13192"
"220",220,"City of Alhambra",106,"2022-01-02","12409","2468",83.1285714285714,86724,"15660"
"221",221,"City of Alhambra",107,"2022-01-09","12610","1953",83.4,86724,"17613"
"222",222,"City of Alhambra",108,"2022-01-16","10236","1481",83.6285714285714,86724,"19094"
"223",223,"City of Alhambra",109,"2022-01-23","8338","911",83.8,86724,"20005"
"224",224,"City of Alhambra",110,"2022-01-30","7595","554",83.9571428571429,86724,"20559"
"225",225,"City of Alhambra",111,"2022-02-06","5764","296",84.1428571428571,86724,"20855"
"226",226,"City of Alhambra",112,"2022-02-13","4891","160",84.2571428571429,86724,"21015"
"227",227,"City of Alhambra",113,"2022-02-20","5589","99",84.3571428571429,86724,"21114"
"228",228,"City of Alhambra",114,"2022-02-27","6835","79",84.4571428571429,86724,"21193"
"229",229,"City of Alhambra",115,"2022-03-06","4126","53",84.5285714285714,86724,"21246"
"230",230,"City of Alhambra",116,"2022-03-13","8355","57",84.6,86724,"21303"
"231",231,"City of Alhambra",117,"2022-03-20","8481","65",84.6285714285714,86724,"21368"
"232",232,"City of Alhambra",118,"2022-03-27","3086","49",84.7,86724,"21417"
"233",233,"City of Alhambra",119,"2022-04-03","9282","100",84.7571428571429,86724,"21517"
"234",234,"City of Alhambra",120,"2022-04-10","8479","129",84.8142857142857,86724,"21646"
"235",235,"City of Alhambra",121,"2022-04-17","9081","150",84.9,86724,"21796"
"236",236,"City of Alhambra",122,"2022-04-24","9433","168",84.9,86724,"21964"
"237",237,"City of Alhambra",123,"2022-05-01","9457","230",84.9857142857143,86724,"22194"
"238",238,"City of Alhambra",124,"2022-05-08","8883","246",85,86724,"22440"
"239",239,"City of Alhambra",125,"2022-05-15","9642","336",85.0857142857143,86724,"22776"
"240",240,"City of Alhambra",126,"2022-05-22","5042","370",85.1285714285714,86724,"23146"
"241",241,"City of Alhambra",127,"2022-05-29","3965","353",85.2,86724,"23499"
"242",242,"City of Alhambra",128,"2022-06-05","3493","339",85.2,86724,"23838"
"243",243,"City of Alhambra",129,"2022-06-12","2838","316",85.2571428571429,86724,"24154"
"244",244,"City of Alhambra",130,"2022-06-19","3010","415",85.3,86724,"24569"
"245",245,"City of Alhambra",131,"2022-06-26","2981","553",85.3571428571429,86724,"25122"
"246",246,"City of Alhambra",132,"2022-07-03","2746","525",85.4,86724,"25647"
"247",247,"City of Alhambra",133,"2022-07-10","2914","624",85.4,86724,"26271"
"248",248,"City of Alhambra",134,"2022-07-17","2679","523",85.4857142857143,86724,"26794"
"249",249,"City of Arcadia",10,"2020-03-01","1-11","0",NA,57754,"0"
"250",250,"City of Arcadia",11,"2020-03-08","1-11","1-11",NA,57754,"1-11"
"251",251,"City of Arcadia",12,"2020-03-15","32","1-11",NA,57754,"1-11"
"252",252,"City of Arcadia",13,"2020-03-22","57","1-11",NA,57754,"14"
"253",253,"City of Arcadia",14,"2020-03-29","88","1-11",NA,57754,"22"
"254",254,"City of Arcadia",15,"2020-04-05","108","1-11",NA,57754,"31"
"255",255,"City of Arcadia",16,"2020-04-12","136","1-11",NA,57754,"39"
"256",256,"City of Arcadia",17,"2020-04-19","193","1-11",NA,57754,"45"
"257",257,"City of Arcadia",18,"2020-04-26","336","13",NA,57754,"58"
"258",258,"City of Arcadia",19,"2020-05-03","377","1-11",NA,57754,"65"
"259",259,"City of Arcadia",20,"2020-05-10","456","17",NA,57754,"82"
"260",260,"City of Arcadia",21,"2020-05-17","528","1-11",NA,57754,"93"
"261",261,"City of Arcadia",22,"2020-05-24","445","1-11",NA,57754,"103"
"262",262,"City of Arcadia",23,"2020-05-31","632","20",NA,57754,"123"
"263",263,"City of Arcadia",24,"2020-06-07","665","35",NA,57754,"158"
"264",264,"City of Arcadia",25,"2020-06-14","629","41",NA,57754,"199"
"265",265,"City of Arcadia",26,"2020-06-21","830","45",NA,57754,"244"
"266",266,"City of Arcadia",27,"2020-06-28","663","40",NA,57754,"284"
"267",267,"City of Arcadia",28,"2020-07-05","1041","41",NA,57754,"325"
"268",268,"City of Arcadia",29,"2020-07-12","1572","69",NA,57754,"394"
"269",269,"City of Arcadia",30,"2020-07-19","1123","40",NA,57754,"434"
"270",270,"City of Arcadia",31,"2020-07-26","1129","27",NA,57754,"461"
"271",271,"City of Arcadia",32,"2020-08-02","965","36",NA,57754,"497"
"272",272,"City of Arcadia",33,"2020-08-09","781","21",NA,57754,"518"
"273",273,"City of Arcadia",34,"2020-08-16","820","28",NA,57754,"546"
"274",274,"City of Arcadia",35,"2020-08-23","850","17",NA,57754,"563"
"275",275,"City of Arcadia",36,"2020-08-30","741","19",NA,57754,"582"
"276",276,"City of Arcadia",37,"2020-09-06","657","14",NA,57754,"596"
"277",277,"City of Arcadia",38,"2020-09-13","754","14",NA,57754,"610"
"278",278,"City of Arcadia",39,"2020-09-20","994","34",NA,57754,"644"
"279",279,"City of Arcadia",40,"2020-09-27","992","28",NA,57754,"672"
"280",280,"City of Arcadia",41,"2020-10-04","1179","28",NA,57754,"700"
"281",281,"City of Arcadia",42,"2020-10-11","1107","32",NA,57754,"732"
"282",282,"City of Arcadia",43,"2020-10-18","1187","29",NA,57754,"761"
"283",283,"City of Arcadia",44,"2020-10-25","1363","28",NA,57754,"789"
"284",284,"City of Arcadia",45,"2020-11-01","1395","29",NA,57754,"818"
"285",285,"City of Arcadia",46,"2020-11-08","1549","31",NA,57754,"849"
"286",286,"City of Arcadia",47,"2020-11-15","1938","78",NA,57754,"927"
"287",287,"City of Arcadia",48,"2020-11-22","1715","91",NA,57754,"1018"
"288",288,"City of Arcadia",49,"2020-11-29","2555","193",NA,57754,"1211"
"289",289,"City of Arcadia",50,"2020-12-06","2339","217",NA,57754,"1428"
"290",290,"City of Arcadia",51,"2020-12-13","2756","272",NA,57754,"1700"
"291",291,"City of Arcadia",52,"2020-12-20","2446","256",0,57754,"1956"
"292",292,"City of Arcadia",53,"2020-12-27","2480","325",0,57754,"2281"
"293",293,"City of Arcadia",54,"2021-01-03","3088","314",0.357142857142857,57754,"2595"
"294",294,"City of Arcadia",55,"2021-01-10","2740","231",1.45714285714286,57754,"2826"
"295",295,"City of Arcadia",56,"2021-01-17","2241","150",1.94285714285714,57754,"2976"
"296",296,"City of Arcadia",57,"2021-01-24","1929","152",2.51428571428571,57754,"3128"
"297",297,"City of Arcadia",58,"2021-01-31","1787","81",3.75714285714286,57754,"3209"
"298",298,"City of Arcadia",59,"2021-02-07","1578","49",6.02857142857143,57754,"3258"
"299",299,"City of Arcadia",60,"2021-02-14","1435","44",8.97142857142857,57754,"3302"
"300",300,"City of Arcadia",61,"2021-02-21","1459","34",12.3571428571429,57754,"3336"
"301",301,"City of Arcadia",62,"2021-02-28","1297","22",16.1428571428571,57754,"3358"
"302",302,"City of Arcadia",63,"2021-03-07","1244","15",19.0857142857143,57754,"3373"
"303",303,"City of Arcadia",64,"2021-03-14","1174","1-11",21.7714285714286,57754,"3380"
"304",304,"City of Arcadia",65,"2021-03-21","1177","14",24.7571428571429,57754,"3394"
"305",305,"City of Arcadia",66,"2021-03-28","1441","18",29.0285714285714,57754,"3412"
"306",306,"City of Arcadia",67,"2021-04-04","1216","1-11",33.9857142857143,57754,"3422"
"307",307,"City of Arcadia",68,"2021-04-11","1381","14",38.9571428571429,57754,"3436"
"308",308,"City of Arcadia",69,"2021-04-18","1442","1-11",43.4714285714286,57754,"3444"
"309",309,"City of Arcadia",70,"2021-04-25","1301","14",47.9285714285714,57754,"3458"
"310",310,"City of Arcadia",71,"2021-05-02","1213","1-11",52.6428571428571,57754,"3468"
"311",311,"City of Arcadia",72,"2021-05-09","1269","1-11",56.8857142857143,57754,"3474"
"312",312,"City of Arcadia",73,"2021-05-16","1228","1-11",60.2857142857143,57754,"3480"
"313",313,"City of Arcadia",74,"2021-05-23","980","1-11",62.8285714285714,57754,"3483"
"314",314,"City of Arcadia",75,"2021-05-30","996","1-11",64.6,57754,"3486"
"315",315,"City of Arcadia",76,"2021-06-06","1109","1-11",67.7428571428571,57754,"3491"
"316",316,"City of Arcadia",77,"2021-06-13","865","1-11",69.4,57754,"3496"
"317",317,"City of Arcadia",78,"2021-06-20","856","16",70.7142857142857,57754,"3512"
"318",318,"City of Arcadia",79,"2021-06-27","1006","14",71.7857142857143,57754,"3526"
"319",319,"City of Arcadia",80,"2021-07-04","822","12",72.6857142857143,57754,"3538"
"320",320,"City of Arcadia",81,"2021-07-11","1078","31",73.5,57754,"3569"
"321",321,"City of Arcadia",82,"2021-07-18","1203","48",74.2,57754,"3617"
"322",322,"City of Arcadia",83,"2021-07-25","1669","77",74.8428571428571,57754,"3694"
"323",323,"City of Arcadia",84,"2021-08-01","1797","83",75.4285714285714,57754,"3777"
"324",324,"City of Arcadia",85,"2021-08-08","2111","84",76.0285714285714,57754,"3861"
