"","X","geo_merge","time","epi_week","total_tests","new_pos_t","pct_cum_doses","population","cum_pos_tests"
"29707",29707,"Unincorporated - Covina",109,"2022-01-23","1139","184",76.1,16819,"5443"
"29708",29708,"Unincorporated - Covina",110,"2022-01-30","969","99",76.3285714285714,16819,"5542"
"29709",29709,"Unincorporated - Covina",111,"2022-02-06","703","46",76.5142857142857,16819,"5588"
"29710",29710,"Unincorporated - Covina",112,"2022-02-13","637","35",76.7428571428571,16819,"5623"
"29711",29711,"Unincorporated - Covina",113,"2022-02-20","612","22",76.8571428571429,16819,"5645"
"29712",29712,"Unincorporated - Covina",114,"2022-02-27","542","1-11",77.0285714285714,16819,"5655"
"29713",29713,"Unincorporated - Covina",115,"2022-03-06","462","1-11",77.1571428571429,16819,"5658"
"29714",29714,"Unincorporated - Covina",116,"2022-03-13","463","1-11",77.2285714285714,16819,"5667"
"29715",29715,"Unincorporated - Covina",117,"2022-03-20","441","12",77.3,16819,"5679"
"29716",29716,"Unincorporated - Covina",118,"2022-03-27","371","14",77.3428571428571,16819,"5693"
"29717",29717,"Unincorporated - Covina",119,"2022-04-03","389","1-11",77.4,16819,"5701"
"29718",29718,"Unincorporated - Covina",120,"2022-04-10","355","1-11",77.4857142857143,16819,"5712"
"29719",29719,"Unincorporated - Covina",121,"2022-04-17","415","26",77.5857142857143,16819,"5738"
"29720",29720,"Unincorporated - Covina",122,"2022-04-24","456","29",77.6,16819,"5767"
"29721",29721,"Unincorporated - Covina",123,"2022-05-01","483","29",77.6285714285714,16819,"5796"
"29722",29722,"Unincorporated - Covina",124,"2022-05-08","468","25",77.7,16819,"5821"
"29723",29723,"Unincorporated - Covina",125,"2022-05-15","544","54",77.7,16819,"5875"
"29724",29724,"Unincorporated - Covina",126,"2022-05-22","491","66",77.7,16819,"5941"
"29725",29725,"Unincorporated - Covina",127,"2022-05-29","475","38",77.8,16819,"5979"
"29726",29726,"Unincorporated - Covina",128,"2022-06-05","458","66",77.8285714285714,16819,"6045"
"29727",29727,"Unincorporated - Covina",129,"2022-06-12","401","71",77.9,16819,"6116"
"29728",29728,"Unincorporated - Covina",130,"2022-06-19","413","71",77.9,16819,"6187"
"29729",29729,"Unincorporated - Covina",131,"2022-06-26","421","93",77.9,16819,"6280"
"29730",29730,"Unincorporated - Covina",132,"2022-07-03","398","101",77.9428571428572,16819,"6381"
"29731",29731,"Unincorporated - Covina",133,"2022-07-10","460","105",78,16819,"6486"
"29732",29732,"Unincorporated - Covina",134,"2022-07-17","450","114",78,16819,"6600"
"29733",29733,"Unincorporated - Covina (Charter Oak)",11,"2020-03-08","1-11","0",NA,13144,"0"
"29734",29734,"Unincorporated - Covina (Charter Oak)",12,"2020-03-15","1-11","1-11",NA,13144,"1-11"
"29735",29735,"Unincorporated - Covina (Charter Oak)",13,"2020-03-22","17","1-11",NA,13144,"1-11"
"29736",29736,"Unincorporated - Covina (Charter Oak)",14,"2020-03-29","24","1-11",NA,13144,"1-11"
"29737",29737,"Unincorporated - Covina (Charter Oak)",15,"2020-04-05","33","1-11",NA,13144,"15"
"29738",29738,"Unincorporated - Covina (Charter Oak)",16,"2020-04-12","32","1-11",NA,13144,"19"
"29739",29739,"Unincorporated - Covina (Charter Oak)",17,"2020-04-19","46","1-11",NA,13144,"22"
"29740",29740,"Unincorporated - Covina (Charter Oak)",18,"2020-04-26","85","1-11",NA,13144,"31"
"29741",29741,"Unincorporated - Covina (Charter Oak)",19,"2020-05-03","99","1-11",NA,13144,"38"
"29742",29742,"Unincorporated - Covina (Charter Oak)",20,"2020-05-10","139","1-11",NA,13144,"45"
"29743",29743,"Unincorporated - Covina (Charter Oak)",21,"2020-05-17","114","1-11",NA,13144,"52"
"29744",29744,"Unincorporated - Covina (Charter Oak)",22,"2020-05-24","109","1-11",NA,13144,"59"
"29745",29745,"Unincorporated - Covina (Charter Oak)",23,"2020-05-31","158","12",NA,13144,"71"
"29746",29746,"Unincorporated - Covina (Charter Oak)",24,"2020-06-07","175","13",NA,13144,"84"
"29747",29747,"Unincorporated - Covina (Charter Oak)",25,"2020-06-14","180","12",NA,13144,"96"
"29748",29748,"Unincorporated - Covina (Charter Oak)",26,"2020-06-21","229","16",NA,13144,"112"
"29749",29749,"Unincorporated - Covina (Charter Oak)",27,"2020-06-28","228","35",NA,13144,"147"
"29750",29750,"Unincorporated - Covina (Charter Oak)",28,"2020-07-05","325","44",NA,13144,"191"
"29751",29751,"Unincorporated - Covina (Charter Oak)",29,"2020-07-12","440","45",NA,13144,"236"
"29752",29752,"Unincorporated - Covina (Charter Oak)",30,"2020-07-19","346","34",NA,13144,"270"
"29753",29753,"Unincorporated - Covina (Charter Oak)",31,"2020-07-26","305","24",NA,13144,"294"
"29754",29754,"Unincorporated - Covina (Charter Oak)",32,"2020-08-02","251","1-11",NA,13144,"302"
"29755",29755,"Unincorporated - Covina (Charter Oak)",33,"2020-08-09","203","1-11",NA,13144,"313"
"29756",29756,"Unincorporated - Covina (Charter Oak)",34,"2020-08-16","176","12",NA,13144,"325"
"29757",29757,"Unincorporated - Covina (Charter Oak)",35,"2020-08-23","144","1-11",NA,13144,"335"
"29758",29758,"Unincorporated - Covina (Charter Oak)",36,"2020-08-30","182","1-11",NA,13144,"343"
"29759",29759,"Unincorporated - Covina (Charter Oak)",37,"2020-09-06","145","1-11",NA,13144,"354"
"29760",29760,"Unincorporated - Covina (Charter Oak)",38,"2020-09-13","196","1-11",NA,13144,"361"
"29761",29761,"Unincorporated - Covina (Charter Oak)",39,"2020-09-20","198","1-11",NA,13144,"372"
"29762",29762,"Unincorporated - Covina (Charter Oak)",40,"2020-09-27","186","1-11",NA,13144,"378"
"29763",29763,"Unincorporated - Covina (Charter Oak)",41,"2020-10-04","233","1-11",NA,13144,"388"
"29764",29764,"Unincorporated - Covina (Charter Oak)",42,"2020-10-11","223","1-11",NA,13144,"393"
"29765",29765,"Unincorporated - Covina (Charter Oak)",43,"2020-10-18","221","14",NA,13144,"407"
"29766",29766,"Unincorporated - Covina (Charter Oak)",44,"2020-10-25","251","23",NA,13144,"430"
"29767",29767,"Unincorporated - Covina (Charter Oak)",45,"2020-11-01","338","41",NA,13144,"471"
"29768",29768,"Unincorporated - Covina (Charter Oak)",46,"2020-11-08","340","29",NA,13144,"500"
"29769",29769,"Unincorporated - Covina (Charter Oak)",47,"2020-11-15","492","53",NA,13144,"553"
"29770",29770,"Unincorporated - Covina (Charter Oak)",48,"2020-11-22","474","47",NA,13144,"600"
"29771",29771,"Unincorporated - Covina (Charter Oak)",49,"2020-11-29","627","83",NA,13144,"683"
"29772",29772,"Unincorporated - Covina (Charter Oak)",50,"2020-12-06","648","121",NA,13144,"804"
"29773",29773,"Unincorporated - Covina (Charter Oak)",51,"2020-12-13","747","128",NA,13144,"932"
"29774",29774,"Unincorporated - Covina (Charter Oak)",52,"2020-12-20","613","144",0,13144,"1076"
"29775",29775,"Unincorporated - Covina (Charter Oak)",53,"2020-12-27","629","168",0,13144,"1244"
"29776",29776,"Unincorporated - Covina (Charter Oak)",54,"2021-01-03","843","170",0.271428571428571,13144,"1414"
"29777",29777,"Unincorporated - Covina (Charter Oak)",55,"2021-01-10","727","109",0.885714285714286,13144,"1523"
"29778",29778,"Unincorporated - Covina (Charter Oak)",56,"2021-01-17","657","90",1.31428571428571,13144,"1613"
"29779",29779,"Unincorporated - Covina (Charter Oak)",57,"2021-01-24","459","59",1.8,13144,"1672"
"29780",29780,"Unincorporated - Covina (Charter Oak)",58,"2021-01-31","441","35",2.58571428571429,13144,"1707"
"29781",29781,"Unincorporated - Covina (Charter Oak)",59,"2021-02-07","367","19",4,13144,"1726"
"29782",29782,"Unincorporated - Covina (Charter Oak)",60,"2021-02-14","326","21",5.95714285714286,13144,"1747"
"29783",29783,"Unincorporated - Covina (Charter Oak)",61,"2021-02-21","312","16",7.91428571428571,13144,"1763"
"29784",29784,"Unincorporated - Covina (Charter Oak)",62,"2021-02-28","282","1-11",10.3714285714286,13144,"1774"
"29785",29785,"Unincorporated - Covina (Charter Oak)",63,"2021-03-07","255","1-11",12.5714285714286,13144,"1775"
"29786",29786,"Unincorporated - Covina (Charter Oak)",64,"2021-03-14","268","1-11",14.7571428571429,13144,"1778"
"29787",29787,"Unincorporated - Covina (Charter Oak)",65,"2021-03-21","248","0",17.3142857142857,13144,"1778"
"29788",29788,"Unincorporated - Covina (Charter Oak)",66,"2021-03-28","265","1-11",21.0428571428571,13144,"1781"
"29789",29789,"Unincorporated - Covina (Charter Oak)",67,"2021-04-04","256","1-11",26.1142857142857,13144,"1783"
"29790",29790,"Unincorporated - Covina (Charter Oak)",68,"2021-04-11","278","1-11",30.7571428571429,13144,"1784"
"29791",29791,"Unincorporated - Covina (Charter Oak)",69,"2021-04-18","311","1-11",34.6857142857143,13144,"1786"
"29792",29792,"Unincorporated - Covina (Charter Oak)",70,"2021-04-25","298","1-11",38.1714285714286,13144,"1787"
"29793",29793,"Unincorporated - Covina (Charter Oak)",71,"2021-05-02","313","1-11",42.1142857142857,13144,"1791"
"29794",29794,"Unincorporated - Covina (Charter Oak)",72,"2021-05-09","322","1-11",45.8,13144,"1792"
"29795",29795,"Unincorporated - Covina (Charter Oak)",73,"2021-05-16","284","1-11",48.7285714285714,13144,"1793"
"29796",29796,"Unincorporated - Covina (Charter Oak)",74,"2021-05-23","265","0",50.8285714285714,13144,"1793"
"29797",29797,"Unincorporated - Covina (Charter Oak)",75,"2021-05-30","228","0",52.2857142857143,13144,"1793"
"29798",29798,"Unincorporated - Covina (Charter Oak)",76,"2021-06-06","204","1-11",53.9857142857143,13144,"1794"
"29799",29799,"Unincorporated - Covina (Charter Oak)",77,"2021-06-13","165","0",55.4142857142857,13144,"1794"
"29800",29800,"Unincorporated - Covina (Charter Oak)",78,"2021-06-20","176","1-11",56.4857142857143,13144,"1796"
"29801",29801,"Unincorporated - Covina (Charter Oak)",79,"2021-06-27","167","1-11",57.3857142857143,13144,"1799"
"29802",29802,"Unincorporated - Covina (Charter Oak)",80,"2021-07-04","197","1-11",58.2,13144,"1806"
"29803",29803,"Unincorporated - Covina (Charter Oak)",81,"2021-07-11","214","13",59.1571428571429,13144,"1819"
"29804",29804,"Unincorporated - Covina (Charter Oak)",82,"2021-07-18","268","16",59.7857142857143,13144,"1835"
"29805",29805,"Unincorporated - Covina (Charter Oak)",83,"2021-07-25","334","34",60.3714285714286,13144,"1869"
"29806",29806,"Unincorporated - Covina (Charter Oak)",84,"2021-08-01","391","34",60.8714285714286,13144,"1903"
"29807",29807,"Unincorporated - Covina (Charter Oak)",85,"2021-08-08","449","48",61.4714285714286,13144,"1951"
"29808",29808,"Unincorporated - Covina (Charter Oak)",86,"2021-08-15","485","38",62.3285714285714,13144,"1989"
"29809",29809,"Unincorporated - Covina (Charter Oak)",87,"2021-08-22","603","22",63.2428571428571,13144,"2011"
"29810",29810,"Unincorporated - Covina (Charter Oak)",88,"2021-08-29","618","22",64.2142857142857,13144,"2033"
"29811",29811,"Unincorporated - Covina (Charter Oak)",89,"2021-09-05","527","17",65.0571428571429,13144,"2050"
"29812",29812,"Unincorporated - Covina (Charter Oak)",90,"2021-09-12","621","25",66,13144,"2075"
"29813",29813,"Unincorporated - Covina (Charter Oak)",91,"2021-09-19","556","17",66.7,13144,"2092"
"29814",29814,"Unincorporated - Covina (Charter Oak)",92,"2021-09-26","545","19",67.3571428571429,13144,"2111"
"29815",29815,"Unincorporated - Covina (Charter Oak)",93,"2021-10-03","488","19",68.0428571428571,13144,"2130"
"29816",29816,"Unincorporated - Covina (Charter Oak)",94,"2021-10-10","537","13",68.5714285714286,13144,"2143"
"29817",29817,"Unincorporated - Covina (Charter Oak)",95,"2021-10-17","539","20",69.0142857142857,13144,"2163"
"29818",29818,"Unincorporated - Covina (Charter Oak)",96,"2021-10-24","535","18",69.4142857142857,13144,"2181"
"29819",29819,"Unincorporated - Covina (Charter Oak)",97,"2021-10-31","569","13",69.9428571428572,13144,"2194"
"29820",29820,"Unincorporated - Covina (Charter Oak)",98,"2021-11-07","517","12",70.4857142857143,13144,"2206"
"29821",29821,"Unincorporated - Covina (Charter Oak)",99,"2021-11-14","494","1-11",70.8285714285714,13144,"2212"
"29822",29822,"Unincorporated - Covina (Charter Oak)",100,"2021-11-21","300","1-11",71.0857142857143,13144,"2222"
"29823",29823,"Unincorporated - Covina (Charter Oak)",101,"2021-11-28","560","16",71.4,13144,"2238"
"29824",29824,"Unincorporated - Covina (Charter Oak)",102,"2021-12-05","641","1-11",71.7714285714286,13144,"2247"
"29825",29825,"Unincorporated - Covina (Charter Oak)",103,"2021-12-12","595","19",72.0571428571428,13144,"2266"
"29826",29826,"Unincorporated - Covina (Charter Oak)",104,"2021-12-19","670","58",72.3714285714286,13144,"2324"
"29827",29827,"Unincorporated - Covina (Charter Oak)",105,"2021-12-26","1133","308",72.5857142857143,13144,"2632"
"29828",29828,"Unincorporated - Covina (Charter Oak)",106,"2022-01-02","1873","530",72.8571428571429,13144,"3162"
"29829",29829,"Unincorporated - Covina (Charter Oak)",107,"2022-01-09","1570","414",73.1142857142857,13144,"3576"
"29830",29830,"Unincorporated - Covina (Charter Oak)",108,"2022-01-16","1278","299",73.3571428571429,13144,"3875"
"29831",29831,"Unincorporated - Covina (Charter Oak)",109,"2022-01-23","1106","210",73.5714285714286,13144,"4085"
"29832",29832,"Unincorporated - Covina (Charter Oak)",110,"2022-01-30","780","85",73.8,13144,"4170"
"29833",29833,"Unincorporated - Covina (Charter Oak)",111,"2022-02-06","673","71",74.0285714285714,13144,"4241"
"29834",29834,"Unincorporated - Covina (Charter Oak)",112,"2022-02-13","530","30",74.2428571428571,13144,"4271"
"29835",29835,"Unincorporated - Covina (Charter Oak)",113,"2022-02-20","461","17",74.4,13144,"4288"
"29836",29836,"Unincorporated - Covina (Charter Oak)",114,"2022-02-27","461","16",74.5571428571428,13144,"4304"
"29837",29837,"Unincorporated - Covina (Charter Oak)",115,"2022-03-06","414","1-11",74.6857142857143,13144,"4308"
"29838",29838,"Unincorporated - Covina (Charter Oak)",116,"2022-03-13","388","1-11",74.7714285714286,13144,"4309"
"29839",29839,"Unincorporated - Covina (Charter Oak)",117,"2022-03-20","383","1-11",74.8571428571429,13144,"4314"
"29840",29840,"Unincorporated - Covina (Charter Oak)",118,"2022-03-27","313","1-11",74.9285714285714,13144,"4322"
"29841",29841,"Unincorporated - Covina (Charter Oak)",119,"2022-04-03","336","1-11",75,13144,"4328"
"29842",29842,"Unincorporated - Covina (Charter Oak)",120,"2022-04-10","292","14",75.0571428571428,13144,"4342"
"29843",29843,"Unincorporated - Covina (Charter Oak)",121,"2022-04-17","308","1-11",75.1,13144,"4351"
"29844",29844,"Unincorporated - Covina (Charter Oak)",122,"2022-04-24","379","21",75.2,13144,"4372"
"29845",29845,"Unincorporated - Covina (Charter Oak)",123,"2022-05-01","362","14",75.2857142857143,13144,"4386"
"29846",29846,"Unincorporated - Covina (Charter Oak)",124,"2022-05-08","352","21",75.3142857142857,13144,"4407"
"29847",29847,"Unincorporated - Covina (Charter Oak)",125,"2022-05-15","434","47",75.4,13144,"4454"
"29848",29848,"Unincorporated - Covina (Charter Oak)",126,"2022-05-22","437","41",75.4714285714286,13144,"4495"
"29849",29849,"Unincorporated - Covina (Charter Oak)",127,"2022-05-29","417","54",75.5,13144,"4549"
"29850",29850,"Unincorporated - Covina (Charter Oak)",128,"2022-06-05","355","54",75.5428571428571,13144,"4603"
"29851",29851,"Unincorporated - Covina (Charter Oak)",129,"2022-06-12","341","51",75.6428571428571,13144,"4654"
"29852",29852,"Unincorporated - Covina (Charter Oak)",130,"2022-06-19","386","63",75.7,13144,"4717"
"29853",29853,"Unincorporated - Covina (Charter Oak)",131,"2022-06-26","378","90",75.7,13144,"4807"
"29854",29854,"Unincorporated - Covina (Charter Oak)",132,"2022-07-03","382","98",75.7285714285714,13144,"4905"
"29855",29855,"Unincorporated - Covina (Charter Oak)",133,"2022-07-10","397","84",75.8,13144,"4989"
"29856",29856,"Unincorporated - Covina (Charter Oak)",134,"2022-07-17","405","91",75.8,13144,"5080"
"29857",29857,"Unincorporated - Del Aire",12,"2020-03-15","1-11","0",NA,4393,"0"
"29858",29858,"Unincorporated - Del Aire",13,"2020-03-22","18","1-11",NA,4393,"1-11"
"29859",29859,"Unincorporated - Del Aire",14,"2020-03-29","17","1-11",NA,4393,"1-11"
"29860",29860,"Unincorporated - Del Aire",15,"2020-04-05","14","0",NA,4393,"1-11"
"29861",29861,"Unincorporated - Del Aire",16,"2020-04-12","1-11","0",NA,4393,"1-11"
"29862",29862,"Unincorporated - Del Aire",17,"2020-04-19","15","1-11",NA,4393,"1-11"
"29863",29863,"Unincorporated - Del Aire",18,"2020-04-26","31","1-11",NA,4393,"1-11"
"29864",29864,"Unincorporated - Del Aire",19,"2020-05-03","62","1-11",NA,4393,"14"
"29865",29865,"Unincorporated - Del Aire",20,"2020-05-10","43","1-11",NA,4393,"15"
"29866",29866,"Unincorporated - Del Aire",21,"2020-05-17","63","1-11",NA,4393,"20"
"29867",29867,"Unincorporated - Del Aire",22,"2020-05-24","42","1-11",NA,4393,"21"
"29868",29868,"Unincorporated - Del Aire",23,"2020-05-31","44","1-11",NA,4393,"22"
"29869",29869,"Unincorporated - Del Aire",24,"2020-06-07","51","0",NA,4393,"22"
"29870",29870,"Unincorporated - Del Aire",25,"2020-06-14","59","1-11",NA,4393,"26"
"29871",29871,"Unincorporated - Del Aire",26,"2020-06-21","85","1-11",NA,4393,"30"
"29872",29872,"Unincorporated - Del Aire",27,"2020-06-28","55","1-11",NA,4393,"37"
"29873",29873,"Unincorporated - Del Aire",28,"2020-07-05","96","1-11",NA,4393,"41"
"29874",29874,"Unincorporated - Del Aire",29,"2020-07-12","89","1-11",NA,4393,"50"
"29875",29875,"Unincorporated - Del Aire",30,"2020-07-19","141","1-11",NA,4393,"55"
"29876",29876,"Unincorporated - Del Aire",31,"2020-07-26","110","1-11",NA,4393,"57"
"29877",29877,"Unincorporated - Del Aire",32,"2020-08-02","91","1-11",NA,4393,"64"
"29878",29878,"Unincorporated - Del Aire",33,"2020-08-09","84","1-11",NA,4393,"69"
"29879",29879,"Unincorporated - Del Aire",34,"2020-08-16","72","1-11",NA,4393,"72"
"29880",29880,"Unincorporated - Del Aire",35,"2020-08-23","69","1-11",NA,4393,"79"
"29881",29881,"Unincorporated - Del Aire",36,"2020-08-30","51","1-11",NA,4393,"82"
"29882",29882,"Unincorporated - Del Aire",37,"2020-09-06","60","0",NA,4393,"82"
"29883",29883,"Unincorporated - Del Aire",38,"2020-09-13","91","1-11",NA,4393,"86"
"29884",29884,"Unincorporated - Del Aire",39,"2020-09-20","83","1-11",NA,4393,"87"
"29885",29885,"Unincorporated - Del Aire",40,"2020-09-27","68","0",NA,4393,"87"
"29886",29886,"Unincorporated - Del Aire",41,"2020-10-04","106","1-11",NA,4393,"90"
"29887",29887,"Unincorporated - Del Aire",42,"2020-10-11","77","1-11",NA,4393,"94"
"29888",29888,"Unincorporated - Del Aire",43,"2020-10-18","90","1-11",NA,4393,"95"
"29889",29889,"Unincorporated - Del Aire",44,"2020-10-25","130","0",NA,4393,"95"
"29890",29890,"Unincorporated - Del Aire",45,"2020-11-01","103","1-11",NA,4393,"96"
"29891",29891,"Unincorporated - Del Aire",46,"2020-11-08","144","1-11",NA,4393,"101"
"29892",29892,"Unincorporated - Del Aire",47,"2020-11-15","197","1-11",NA,4393,"111"
"29893",29893,"Unincorporated - Del Aire",48,"2020-11-22","139","12",NA,4393,"123"
"29894",29894,"Unincorporated - Del Aire",49,"2020-11-29","253","32",NA,4393,"155"
"29895",29895,"Unincorporated - Del Aire",50,"2020-12-06","206","22",NA,4393,"177"
"29896",29896,"Unincorporated - Del Aire",51,"2020-12-13","231","26",NA,4393,"203"
"29897",29897,"Unincorporated - Del Aire",52,"2020-12-20","161","23",0,4393,"226"
"29898",29898,"Unincorporated - Del Aire",53,"2020-12-27","175","31",0,4393,"257"
"29899",29899,"Unincorporated - Del Aire",54,"2021-01-03","230","24",0.142857142857143,4393,"281"
"29900",29900,"Unincorporated - Del Aire",55,"2021-01-10","203","20",0.628571428571429,4393,"301"
"29901",29901,"Unincorporated - Del Aire",56,"2021-01-17","190","15",1.02857142857143,4393,"316"
"29902",29902,"Unincorporated - Del Aire",57,"2021-01-24","151","12",1.52857142857143,4393,"328"
"29903",29903,"Unincorporated - Del Aire",58,"2021-01-31","163","1-11",2.21428571428571,4393,"336"
"29904",29904,"Unincorporated - Del Aire",59,"2021-02-07","164","1-11",3.54285714285714,4393,"342"
"29905",29905,"Unincorporated - Del Aire",60,"2021-02-14","126","1-11",5.55714285714286,4393,"348"
"29906",29906,"Unincorporated - Del Aire",61,"2021-02-21","136","1-11",7.5,4393,"355"
"29907",29907,"Unincorporated - Del Aire",62,"2021-02-28","139","1-11",10.0142857142857,4393,"360"
"29908",29908,"Unincorporated - Del Aire",63,"2021-03-07","127","1-11",11.7714285714286,4393,"363"
"29909",29909,"Unincorporated - Del Aire",64,"2021-03-14","124","1-11",15.0857142857143,4393,"365"
"29910",29910,"Unincorporated - Del Aire",65,"2021-03-21","119","1-11",18.8142857142857,4393,"367"
"29911",29911,"Unincorporated - Del Aire",66,"2021-03-28","110","1-11",23.8857142857143,4393,"368"
"29912",29912,"Unincorporated - Del Aire",67,"2021-04-04","144","1-11",29.4571428571429,4393,"370"
"29913",29913,"Unincorporated - Del Aire",68,"2021-04-11","153","1-11",34.3714285714286,4393,"376"
"29914",29914,"Unincorporated - Del Aire",69,"2021-04-18","164","1-11",38.6857142857143,4393,"378"
"29915",29915,"Unincorporated - Del Aire",70,"2021-04-25","156","1-11",43.5,4393,"381"
"29916",29916,"Unincorporated - Del Aire",71,"2021-05-02","155","1-11",48.9,4393,"383"
"29917",29917,"Unincorporated - Del Aire",72,"2021-05-09","143","0",54.1142857142857,4393,"383"
"29918",29918,"Unincorporated - Del Aire",73,"2021-05-16","144","0",58.6,4393,"383"
"29919",29919,"Unincorporated - Del Aire",74,"2021-05-23","103","0",61.4285714285714,4393,"383"
"29920",29920,"Unincorporated - Del Aire",75,"2021-05-30","87","0",62.8142857142857,4393,"383"
"29921",29921,"Unincorporated - Del Aire",76,"2021-06-06","85","1-11",64.8142857142857,4393,"385"
"29922",29922,"Unincorporated - Del Aire",77,"2021-06-13","89","0",66.2571428571429,4393,"385"
"29923",29923,"Unincorporated - Del Aire",78,"2021-06-20","103","1-11",67.4285714285714,4393,"387"
"29924",29924,"Unincorporated - Del Aire",79,"2021-06-27","86","1-11",68.3428571428571,4393,"390"
"29925",29925,"Unincorporated - Del Aire",80,"2021-07-04","85","1-11",68.9285714285714,4393,"391"
"29926",29926,"Unincorporated - Del Aire",81,"2021-07-11","110","1-11",69.6,4393,"393"
"29927",29927,"Unincorporated - Del Aire",82,"2021-07-18","132","1-11",70.1142857142857,4393,"401"
"29928",29928,"Unincorporated - Del Aire",83,"2021-07-25","143","14",70.7571428571429,4393,"415"
"29929",29929,"Unincorporated - Del Aire",84,"2021-08-01","160","1-11",71.2428571428571,4393,"422"
"29930",29930,"Unincorporated - Del Aire",85,"2021-08-08","178","1-11",71.6285714285714,4393,"427"
"29931",29931,"Unincorporated - Del Aire",86,"2021-08-15","205","1-11",72.1857142857143,4393,"436"
"29932",29932,"Unincorporated - Del Aire",87,"2021-08-22","238","1-11",72.9714285714286,4393,"445"
"29933",29933,"Unincorporated - Del Aire",88,"2021-08-29","214","1-11",73.9285714285714,4393,"448"
"29934",29934,"Unincorporated - Del Aire",89,"2021-09-05","217","1-11",74.6285714285714,4393,"456"
"29935",29935,"Unincorporated - Del Aire",90,"2021-09-12","228","1-11",75.2142857142857,4393,"458"
"29936",29936,"Unincorporated - Del Aire",91,"2021-09-19","262","1-11",75.7285714285714,4393,"460"
"29937",29937,"Unincorporated - Del Aire",92,"2021-09-26","234","1-11",76.2285714285714,4393,"464"
"29938",29938,"Unincorporated - Del Aire",93,"2021-10-03","218","1-11",76.7285714285714,4393,"467"
"29939",29939,"Unincorporated - Del Aire",94,"2021-10-10","234","1-11",77.1714285714286,4393,"472"
"29940",29940,"Unincorporated - Del Aire",95,"2021-10-17","225","1-11",77.6857142857143,4393,"476"
"29941",29941,"Unincorporated - Del Aire",96,"2021-10-24","250","1-11",78.1714285714286,4393,"477"
"29942",29942,"Unincorporated - Del Aire",97,"2021-10-31","256","1-11",78.6428571428571,4393,"480"
"29943",29943,"Unincorporated - Del Aire",98,"2021-11-07","240","1-11",79.0714285714286,4393,"485"
"29944",29944,"Unincorporated - Del Aire",99,"2021-11-14","265","14",79.3857142857143,4393,"499"
"29945",29945,"Unincorporated - Del Aire",100,"2021-11-21","117","1-11",79.6714285714286,4393,"500"
"29946",29946,"Unincorporated - Del Aire",101,"2021-11-28","292","1-11",79.8714285714286,4393,"505"
"29947",29947,"Unincorporated - Del Aire",102,"2021-12-05","283","1-11",80.0285714285714,4393,"509"
"29948",29948,"Unincorporated - Del Aire",103,"2021-12-12","280","1-11",80.3142857142857,4393,"519"
"29949",29949,"Unincorporated - Del Aire",104,"2021-12-19","297","39",80.5714285714286,4393,"558"
"29950",29950,"Unincorporated - Del Aire",105,"2021-12-26","555","120",80.7857142857143,4393,"678"
"29951",29951,"Unincorporated - Del Aire",106,"2022-01-02","669","140",80.9428571428572,4393,"818"
"29952",29952,"Unincorporated - Del Aire",107,"2022-01-09","605","87",81.1142857142857,4393,"905"
"29953",29953,"Unincorporated - Del Aire",108,"2022-01-16","485","61",81.3714285714286,4393,"966"
"29954",29954,"Unincorporated - Del Aire",109,"2022-01-23","422","28",81.5857142857143,4393,"994"
"29955",29955,"Unincorporated - Del Aire",110,"2022-01-30","371","19",81.8,4393,"1013"
"29956",29956,"Unincorporated - Del Aire",111,"2022-02-06","292","1-11",82.0428571428571,4393,"1022"
"29957",29957,"Unincorporated - Del Aire",112,"2022-02-13","309","1-11",82.1,4393,"1028"
"29958",29958,"Unincorporated - Del Aire",113,"2022-02-20","226","1-11",82.1714285714286,4393,"1033"
"29959",29959,"Unincorporated - Del Aire",114,"2022-02-27","239","1-11",82.3571428571429,4393,"1039"
"29960",29960,"Unincorporated - Del Aire",115,"2022-03-06","202","1-11",82.4,4393,"1040"
"29961",29961,"Unincorporated - Del Aire",116,"2022-03-13","190","1-11",82.4714285714286,4393,"1042"
"29962",29962,"Unincorporated - Del Aire",117,"2022-03-20","218","1-11",82.5285714285714,4393,"1044"
"29963",29963,"Unincorporated - Del Aire",118,"2022-03-27","189","1-11",82.6,4393,"1046"
"29964",29964,"Unincorporated - Del Aire",119,"2022-04-03","182","1-11",82.6285714285714,4393,"1051"
"29965",29965,"Unincorporated - Del Aire",120,"2022-04-10","118","1-11",82.7,4393,"1057"
"29966",29966,"Unincorporated - Del Aire",121,"2022-04-17","179","1-11",82.7,4393,"1062"
"29967",29967,"Unincorporated - Del Aire",122,"2022-04-24","250","17",82.7,4393,"1079"
"29968",29968,"Unincorporated - Del Aire",123,"2022-05-01","201","1-11",82.7,4393,"1088"
"29969",29969,"Unincorporated - Del Aire",124,"2022-05-08","216","12",82.7,4393,"1100"
"29970",29970,"Unincorporated - Del Aire",125,"2022-05-15","260","23",82.8428571428571,4393,"1123"
"29971",29971,"Unincorporated - Del Aire",126,"2022-05-22","256","14",82.9,4393,"1137"
"29972",29972,"Unincorporated - Del Aire",127,"2022-05-29","190","1-11",82.9285714285714,4393,"1146"
"29973",29973,"Unincorporated - Del Aire",128,"2022-06-05","205","14",83,4393,"1160"
"29974",29974,"Unincorporated - Del Aire",129,"2022-06-12","142","22",83,4393,"1182"
"29975",29975,"Unincorporated - Del Aire",130,"2022-06-19","140","24",83,4393,"1206"
